Name,F,M,M_weight,F_weight
SCHYLER,5,5,0.5,0.5
SCOT,0,778,1,0
SCOTT,96,60260,0.998409437,0.001590563
SCOTTIE,0,59,1,0
SCOTTY,0,86,1,0
SCOUT,48,0,0,1
SEAMUS,0,720,1,0
SEAN,193,41254,0.995343451,0.004656549
SEANA,62,0,0,1
SEANNA,49,0,0,1
SEASON,5,0,0,1
SEBASTIA,0,11,1,0
SEBASTIAN,5,12023,0.999584303,0.000415697
SEBASTIANA,21,0,0,1
SEBASTIANO,0,89,1,0
SEBASTIEN,0,480,1,0
SEBRINA,15,0,0,1
SEDONA,5,0,0,1
SEDRICK,0,6,1,0
SEEMA,94,0,0,1
SEENA,169,0,0,1
SEERAT,11,0,0,1
SEHAJ,0,5,1,0
SEHAR,7,0,0,1
SEIF,0,10,1,0
SEKOU,0,271,1,0
SELA,23,0,0,1
SELAH,237,0,0,1
SELDA,5,0,0,1
SELENA,3022,0,0,1
SELENE,333,0,0,1
SELENIA,5,0,0,1
SELIG,0,69,1,0
SELIM,0,93,1,0
SELIN,122,0,0,1
SELINA,1630,0,0,1
SELMA,4696,0,0,1
SELVIN,0,49,1,0
SELWYN,0,160,1,0
SEMA,5,0,0,1
SEMAJ,64,144,0.692307692,0.307692308
SEMIRA,5,0,0,1
SENA,43,0,0,1
SENDER,0,40,1,0
SENECA,5,39,0.886363636,0.113636364
SENNA,5,0,0,1
SENORA,13,0,0,1
SEPHORA,72,0,0,1
SEQUAN,0,45,1,0
SEQUOIA,48,0,0,1
SERA,40,0,0,1
SERAFIN,0,13,1,0
SERAFINA,335,0,0,1
SERAFINO,0,41,1,0
SERAH,21,0,0,1
SERAIAH,5,0,0,1
SERAPHINA,132,0,0,1
SERAPHINE,10,0,0,1
SERAYAH,15,0,0,1
SEREL,5,0,0,1
SEREN,20,0,0,1
SERENA,3404,0,0,1
SERENE,74,0,0,1
SERENITY,2602,0,0,1
SERGE,0,347,1,0
SERGIO,0,2867,1,0
SERIGNE,0,21,1,0
SERINA,377,0,0,1
SERITA,12,0,0,1
SERRA,5,0,0,1
SETH,0,8674,1,0
SEVASTIAN,0,11,1,0
SEVEN,0,77,1,0
SEVINCH,5,0,0,1
SEVYN,42,17,0.288135593,0.711864407
SEWARD,0,29,1,0
SEYDOU,0,5,1,0
SEYMORE,0,7,1,0
SEYMOUR,0,8088,1,0
SEYNABOU,10,0,0,1
SHA,40,5,0.111111111,0.888888889
SHAAKIRA,17,0,0,1
SHAAN,0,137,1,0
SHAASIA,46,0,0,1
SHABAB,0,11,1,0
SHABANA,10,0,0,1
SHABAZZ,0,26,1,0
SHABNAM,5,0,0,1
SHABSI,0,16,1,0
SHAD,0,77,1,0
SHADA,37,0,0,1
SHADAE,176,0,0,1
SHADAI,28,0,0,1
SHADASIA,6,0,0,1
SHADAY,60,0,0,1
SHADAYA,22,0,0,1
SHADE,121,0,0,1
SHADEED,0,5,1,0
SHADI,0,15,1,0
SHADIA,50,0,0,1
SHADMAN,0,65,1,0
SHADRACH,0,6,1,0
SHAE,97,0,0,1
SHAELYN,108,0,0,1
SHAELYNN,6,0,0,1
SHAENA,6,0,0,1
SHAFIN,0,10,1,0
SHAGUANA,18,0,0,1
SHAH,0,23,1,0
SHAHD,49,0,0,1
SHAHEED,0,86,1,0
SHAHEEM,0,171,1,0
SHAHEEN,0,13,1,0
SHAHEER,0,5,1,0
SHAHEIM,0,33,1,0
SHAHID,0,55,1,0
SHAHIDAH,22,0,0,1
SHAHINA,10,0,0,1
SHAHZAIB,0,12,1,0
SHAHZODA,5,0,0,1
SHAI,21,147,0.875,0.125
SHAIANN,12,0,0,1
SHAIANNE,5,0,0,1
SHAILA,121,0,0,1
SHAILYN,21,0,0,1
SHAIMA,22,0,0,1
SHAIN,0,11,1,0
SHAINA,1242,0,0,1
SHAINDEL,459,0,0,1
SHAINDY,1599,0,0,1
SHAINE,0,6,1,0
SHAIQUAN,0,5,1,0
SHAIRA,6,0,0,1
SHAKA,0,95,1,0
SHAKARA,28,0,0,1
SHAKEAL,0,5,1,0
SHAKEEL,0,41,1,0
SHAKEELA,10,0,0,1
SHAKEEM,0,203,1,0
SHAKEEMA,290,0,0,1
SHAKEENA,91,0,0,1
SHAKEERA,11,0,0,1
SHAKEIA,35,0,0,1
SHAKEIRA,7,0,0,1
SHAKEMA,178,0,0,1
SHAKENA,34,0,0,1
SHAKENYA,5,0,0,1
SHAKERA,128,0,0,1
SHAKERIA,5,0,0,1
SHAKEYA,152,0,0,1
SHAKEYLA,11,0,0,1
SHAKIA,292,0,0,1
SHAKIEM,0,5,1,0
SHAKIERA,13,0,0,1
SHAKILA,28,0,0,1
SHAKIM,0,186,1,0
SHAKIMA,288,0,0,1
SHAKINA,91,0,0,1
SHAKIR,0,116,1,0
SHAKIRA,1121,0,0,1
SHAKIRAH,29,0,0,1
SHAKISHA,31,0,0,1
SHAKITA,5,0,0,1
SHAKIYA,16,0,0,1
SHAKIYLA,29,0,0,1
SHAKUR,0,112,1,0
SHAKYRA,27,0,0,1
SHALA,6,0,0,1
SHALANDA,35,0,0,1
SHALAWN,14,0,0,1
SHALEEK,0,5,1,0
SHALENA,15,0,0,1
SHALIK,0,20,1,0
SHALIMAR,27,0,0,1
SHALINA,7,0,0,1
SHALINI,20,0,0,1
SHALISA,7,0,0,1
SHALIYAH,30,0,0,1
SHALOM,0,655,1,0
SHALON,19,0,0,1
SHALONDA,207,0,0,1
SHALYN,21,0,0,1
SHAMA,10,0,0,1
SHAMAINE,6,0,0,1
SHAMAL,0,5,1,0
SHAMAR,0,810,1,0
SHAMARA,78,0,0,1
SHAMARI,13,78,0.857142857,0.142857143
SHAMAYA,12,0,0,1
SHAMEA,10,0,0,1
SHAMECA,10,0,0,1
SHAMECCA,130,0,0,1
SHAMEEK,0,134,1,0
SHAMEEKA,403,0,0,1
SHAMEEN,6,0,0,1
SHAMEER,0,5,1,0
SHAMEIKA,78,0,0,1
SHAMEKA,544,0,0,1
SHAMEKIA,10,0,0,1
SHAMEL,16,706,0.977839335,0.022160665
SHAMELL,0,60,1,0
SHAMIA,17,0,0,1
SHAMIAH,5,0,0,1
SHAMICA,5,0,0,1
SHAMIEKA,5,0,0,1
SHAMIKA,609,0,0,1
SHAMINA,10,0,0,1
SHAMIR,0,224,1,0
SHAMIRA,75,0,0,1
SHAMIYA,11,0,0,1
SHAMIYAH,10,0,0,1
SHAMUS,0,84,1,0
SHAMYA,72,0,0,1
SHAN,0,55,1,0
SHANA,2135,0,0,1
SHANAE,259,0,0,1
SHANAI,5,0,0,1
SHANAN,5,0,0,1
SHANASIA,33,0,0,1
SHANAY,182,0,0,1
SHANAYA,279,0,0,1
SHANDA,169,0,0,1
SHANDEL,11,0,0,1
SHANDELL,11,0,0,1
SHANDI,5,0,0,1
SHANDRA,13,0,0,1
SHANE,176,10469,0.983466416,0.016533584
SHANEA,41,0,0,1
SHANECE,10,0,0,1
SHANEE,186,0,0,1
SHANEEKA,57,0,0,1
SHANEEN,10,0,0,1
SHANEEQUA,44,0,0,1
SHANEICE,29,0,0,1
SHANEKA,123,0,0,1
SHANEL,303,0,0,1
SHANELL,565,0,0,1
SHANELLE,497,0,0,1
SHANEQUA,439,0,0,1
SHANESE,44,0,0,1
SHANETTA,10,0,0,1
SHANETTE,62,0,0,1
SHANEY,6,0,0,1
SHANI,597,0,0,1
SHANIA,1543,0,0,1
SHANIAH,129,0,0,1
SHANICE,1407,0,0,1
SHANIECE,294,0,0,1
SHANIEKA,7,0,0,1
SHANIGUA,10,0,0,1
SHANIK,11,0,0,1
SHANIKA,363,0,0,1
SHANIKQUA,6,0,0,1
SHANIQUA,983,0,0,1
SHANIQUE,333,0,0,1
SHANISE,158,0,0,1
SHANITA,185,0,0,1
SHANIYA,466,0,0,1
SHANIYAH,194,0,0,1
SHANNA,1103,0,0,1
SHANNAH,6,0,0,1
SHANNAN,197,0,0,1
SHANNARA,5,0,0,1
SHANNEL,160,0,0,1
SHANNELL,6,0,0,1
SHANNEN,127,0,0,1
SHANNON,17230,1573,0.083656863,0.916343137
SHANON,187,16,0.078817734,0.921182266
SHANTA,330,0,0,1
SHANTAE,104,0,0,1
SHANTAI,6,0,0,1
SHANTAL,120,0,0,1
SHANTASIA,43,0,0,1
SHANTAVIA,5,0,0,1
SHANTAY,100,0,0,1
SHANTE,619,0,0,1
SHANTEE,10,0,0,1
SHANTEL,1021,0,0,1
SHANTELL,345,0,0,1
SHANTELLE,135,0,0,1
SHANTI,62,5,0.074626866,0.925373134
SHANTIA,52,0,0,1
SHANTICE,5,0,0,1
SHANY,5,0,0,1
SHANYA,141,0,0,1
SHANYAH,16,0,0,1
SHANYCE,6,0,0,1
SHANYGNE,9,0,0,1
SHAQUAN,72,496,0.873239437,0.126760563
SHAQUANA,853,0,0,1
SHAQUANDA,38,0,0,1
SHAQUANNA,270,0,0,1
SHAQUASHA,19,0,0,1
SHAQUASIA,129,0,0,1
SHAQUAYA,19,0,0,1
SHAQUEEN,5,0,0,1
SHAQUEENA,59,0,0,1
SHAQUEL,0,6,1,0
SHAQUELL,0,7,1,0
SHAQUELLE,0,6,1,0
SHAQUETTA,5,0,0,1
SHAQUIA,5,0,0,1
SHAQUIL,0,9,1,0
SHAQUILL,0,11,1,0
SHAQUILLA,23,0,0,1
SHAQUILLE,20,752,0.974093264,0.025906736
SHAQUIRA,7,0,0,1
SHAQUITA,34,0,0,1
SHAQUNA,5,0,0,1
SHAQUOIA,5,0,0,1
SHAQUON,0,5,1,0
SHARA,235,0,0,1
SHARAE,59,0,0,1
SHARAN,34,0,0,1
SHARAY,27,0,0,1
SHARAYA,16,0,0,1
SHARAYAH,5,0,0,1
SHARDA,18,0,0,1
SHARDAE,44,0,0,1
SHARDAY,37,0,0,1
SHARDE,47,0,0,1
SHARECE,5,0,0,1
SHAREE,158,0,0,1
SHAREEF,0,106,1,0
SHAREEN,122,0,0,1
SHAREENA,5,0,0,1
SHAREESE,37,0,0,1
SHARELL,95,0,0,1
SHARELLE,28,0,0,1
SHAREMA,6,0,0,1
SHAREN,162,0,0,1
SHARENA,5,0,0,1
SHARENE,23,0,0,1
SHARESE,99,0,0,1
SHARI,4740,0,0,1
SHARIAH,13,0,0,1
SHARICE,141,0,0,1
SHARIE,11,0,0,1
SHARIEF,0,5,1,0
SHARIF,0,657,1,0
SHARIFA,122,0,0,1
SHARIFF,0,138,1,0
SHARIKA,28,0,0,1
SHARILYN,15,0,0,1
SHARIMA,6,0,0,1
SHARIN,5,0,0,1
SHARINA,50,0,0,1
SHARINE,5,0,0,1
SHARISE,74,0,0,1
SHARISSA,6,0,0,1
SHARISSE,106,0,0,1
SHARITA,94,0,0,1
SHARIYF,0,5,1,0
SHARLA,10,0,0,1
SHARLEEN,122,0,0,1
SHARLENE,1066,0,0,1
SHARLIZE,10,0,0,1
SHARLYN,10,0,0,1
SHARMAINE,51,0,0,1
SHARMAN,58,0,0,1
SHARMILA,5,0,0,1
SHARMIN,20,0,0,1
SHARNICE,5,0,0,1
SHAROD,0,145,1,0
SHARON,51755,137,0.002640099,0.997359901
SHARONA,48,0,0,1
SHARONDA,174,0,0,1
SHARONE,25,5,0.166666667,0.833333333
SHAROYA,5,0,0,1
SHARRI,27,0,0,1
SHARRIEFF,0,5,1,0
SHARRON,605,5,0.008196721,0.991803279
SHARRY,6,0,0,1
SHARYL,82,0,0,1
SHARYN,788,0,0,1
SHASTA,5,0,0,1
SHASTELYN,5,0,0,1
SHATARA,73,0,0,1
SHATASIA,13,0,0,1
SHATAVIA,38,0,0,1
SHATAYA,12,0,0,1
SHATEEK,0,30,1,0
SHATEEMA,5,0,0,1
SHATEMA,6,0,0,1
SHATERA,5,0,0,1
SHATIA,69,0,0,1
SHATIEK,0,5,1,0
SHATIMA,71,0,0,1
SHATINA,28,0,0,1
SHATIQUA,18,0,0,1
SHATIQUE,0,6,1,0
SHATISHA,39,0,0,1
SHATOYA,83,0,0,1
SHAUL,0,256,1,0
SHAUN,109,5104,0.979090735,0.020909265
SHAUNA,1394,0,0,1
SHAUNDA,19,0,0,1
SHAUNE,5,5,0.5,0.5
SHAUNICE,11,0,0,1
SHAUNNA,70,0,0,1
SHAUNTA,22,0,0,1
SHAUNTAE,6,0,0,1
SHAUNTAY,22,0,0,1
SHAUNTE,121,0,0,1
SHAUNTEL,12,0,0,1
SHAURYA,0,12,1,0
SHAVAR,0,41,1,0
SHAVAUGHN,5,0,0,1
SHAVON,526,11,0.020484171,0.979515829
SHAVONA,5,0,0,1
SHAVONDA,10,0,0,1
SHAVONE,52,0,0,1
SHAVONN,5,0,0,1
SHAVONNA,35,0,0,1
SHAVONNE,386,0,0,1
SHAVONTE,5,0,0,1
SHAVY,57,0,0,1
SHAW,0,5,1,0
SHAWANA,222,0,0,1
SHAWANDA,155,0,0,1
SHAWANNA,95,0,0,1
SHAWN,1692,21531,0.927141196,0.072858804
SHAWNA,1499,0,0,1
SHAWNDA,15,0,0,1
SHAWNDELL,7,21,0.75,0.25
SHAWNE,30,0,0,1
SHAWNEE,45,0,0,1
SHAWNEEQUA,7,0,0,1
SHAWNETTE,11,0,0,1
SHAWNNA,40,0,0,1
SHAWNTA,65,0,0,1
SHAWNTAY,21,0,0,1
SHAWNTE,56,0,0,1
SHAWNTEL,15,0,0,1
SHAY,164,131,0.444067797,0.555932203
SHAYA,36,719,0.952317881,0.047682119
SHAYAAN,0,101,1,0
SHAYAN,0,171,1,0
SHAYDEN,0,5,1,0
SHAYE,33,135,0.803571429,0.196428571
SHAYLA,1419,0,0,1
SHAYLAH,15,0,0,1
SHAYLEE,95,0,0,1
SHAYLEEN,5,0,0,1
SHAYLENE,5,0,0,1
SHAYLIN,6,0,0,1
SHAYLYN,24,0,0,1
SHAYLYNN,5,0,0,1
SHAYNA,1414,0,0,1
SHAYNE,95,632,0.869325997,0.130674003
SHAYQUAN,0,11,1,0
SHAYRA,5,0,0,1
SHAZIA,16,0,0,1
SHEA,623,788,0.558469171,0.441530829
SHEALYN,31,0,0,1
SHEALYNN,5,0,0,1
SHEAN,0,5,1,0
SHEANA,30,0,0,1
SHEBA,88,0,0,1
SHEEBA,5,0,0,1
SHEELA,6,0,0,1
SHEENA,1316,0,0,1
SHEIKH,0,91,1,0
SHEILA,21366,6,0.000280741,0.999719259
SHEILAH,97,0,0,1
SHEILY,21,0,0,1
SHEINA,51,0,0,1
SHEINDEL,31,0,0,1
SHEINDY,41,0,0,1
SHEKIA,5,0,0,1
SHEKINAH,72,0,0,1
SHELA,5,0,0,1
SHELBEY,5,0,0,1
SHELBI,47,0,0,1
SHELBIE,58,0,0,1
SHELBY,3400,96,0.027459954,0.972540046
SHELDON,0,6140,1,0
SHELIA,729,0,0,1
SHELLA,6,0,0,1
SHELLEY,4243,24,0.005624561,0.994375439
SHELLI,89,0,0,1
SHELLIE,145,0,0,1
SHELLY,3371,12,0.003547148,0.996452852
SHELLYANN,5,0,0,1
SHELSEA,20,0,0,1
SHELSY,10,0,0,1
SHELTON,0,293,1,0
SHELVA,5,0,0,1
SHEM,0,15,1,0
SHEMAR,0,286,1,0
SHEMEEKA,5,0,0,1
SHEMEKA,33,0,0,1
SHEMIKA,40,0,0,1
SHENA,80,0,0,1
SHENEE,6,0,0,1
SHENEKA,5,0,0,1
SHENELL,10,0,0,1
SHENELLE,6,0,0,1
SHENEQUA,49,0,0,1
SHENIKA,20,0,0,1
SHENIQUA,106,0,0,1
SHENIQUE,12,0,0,1
SHENISE,5,0,0,1
SHENITA,5,0,0,1
SHENNA,23,0,0,1
SHEPARD,0,43,1,0
SHEPPARD,0,5,1,0
SHEQUITA,5,0,0,1
SHERA,31,0,0,1
SHERARD,0,6,1,0
SHERECE,10,0,0,1
SHEREE,675,0,0,1
SHEREEN,121,0,0,1
SHERELL,63,0,0,1
SHERELLE,34,0,0,1
SHERENA,5,0,0,1
SHERENE,39,0,0,1
SHERESE,85,0,0,1
SHERI,3030,0,0,1
SHERICE,120,0,0,1
SHERIDA,10,0,0,1
SHERIDAN,104,31,0.22962963,0.77037037
SHERIE,156,0,0,1
SHERIF,0,28,1,0
SHERIKA,24,0,0,1
SHERILL,17,0,0,1
SHERILYN,83,0,0,1
SHERIN,11,0,0,1
SHERINA,19,0,0,1
SHERINE,26,0,0,1
SHERISE,133,0,0,1
SHERISSE,5,0,0,1
SHERITA,60,0,0,1
SHERLEY,76,0,0,1
SHERLIN,37,0,0,1
SHERLY,126,0,0,1
SHERLYN,475,0,0,1
SHERMAN,0,1622,1,0
SHEROD,0,16,1,0
SHERON,55,13,0.191176471,0.808823529
SHERONDA,6,0,0,1
SHERREE,19,0,0,1
SHERRELL,78,0,0,1
SHERRI,3383,0,0,1
SHERRIE,1239,0,0,1
SHERRIL,33,0,0,1
SHERRILL,292,0,0,1
SHERRILYNN,5,0,0,1
SHERRISE,5,0,0,1
SHERROD,0,44,1,0
SHERRON,16,5,0.238095238,0.761904762
SHERRY,9509,0,0,1
SHERRYL,169,0,0,1
SHERWIN,0,312,1,0
SHERWOOD,0,573,1,0
SHERYL,4922,0,0,1
SHERYLE,12,0,0,1
SHERYLL,28,0,0,1
SHETARA,12,0,0,1
SHEVA,65,0,0,1
SHEVON,42,0,0,1
SHEVONNE,23,0,0,1
SHEVY,125,0,0,1
SHEYA,0,15,1,0
SHEYENNE,26,0,0,1
SHEYLA,317,0,0,1
SHI,6,0,0,1
SHIA,30,693,0.958506224,0.041493776
SHIAN,25,0,0,1
SHIANA,6,0,0,1
SHIANE,6,0,0,1
SHIANN,101,0,0,1
SHIANNE,176,0,0,1
SHIELA,127,0,0,1
SHIFA,5,0,0,1
SHIFFY,27,0,0,1
SHIFRA,869,0,0,1
SHILAH,11,0,0,1
SHILAT,5,0,0,1
SHILOH,333,274,0.451400329,0.548599671
SHILPA,6,0,0,1
SHIMA,5,0,0,1
SHIMON,0,2956,1,0
SHIMSHON,0,130,1,0
SHIQUAN,0,5,1,0
SHIRA,1559,0,0,1
SHIRAH,10,0,0,1
SHIRAN,6,0,0,1
SHIREEN,38,0,0,1
SHIREL,33,0,0,1
SHIRELL,12,0,0,1
SHIRELLE,63,0,0,1
SHIRIN,28,0,0,1
SHIRL,30,0,0,1
SHIRLEE,188,0,0,1
SHIRLEEN,5,0,0,1
SHIRLENE,77,0,0,1
SHIRLEY,44669,186,0.004146695,0.995853305
SHIRLEYANN,11,0,0,1
SHIRLIE,5,0,0,1
SHIV,0,101,1,0
SHIVA,0,16,1,0
SHIVAM,0,60,1,0
SHIVANGI,5,0,0,1
SHIVANI,226,0,0,1
SHIVANSH,0,6,1,0
SHIVAY,0,5,1,0
SHIVON,5,0,0,1
SHIVONNE,14,0,0,1
SHIYA,0,30,1,0
SHLOIMA,0,49,1,0
SHLOIME,0,404,1,0
SHLOIMY,0,181,1,0
SHLOK,0,5,1,0
SHLOMA,0,294,1,0
SHLOME,0,437,1,0
SHLOMIE,0,104,1,0
SHLOMO,0,2603,1,0
SHLOMY,0,25,1,0
SHMEIL,0,11,1,0
SHMIEL,0,506,1,0
SHMUEL,0,2408,1,0
SHNEOR,0,5,1,0
SHNEUR,0,184,1,0
SHO,0,10,1,0
SHOAIB,0,10,1,0
SHOHJAHON,0,6,1,0
SHOLEM,0,35,1,0
SHOLOM,0,678,1,0
SHOMARI,0,189,1,0
SHON,0,115,1,0
SHONA,63,0,0,1
SHONDA,176,0,0,1
SHONDELL,5,18,0.782608696,0.217391304
SHONNA,12,0,0,1
SHONTA,42,0,0,1
SHONTAE,10,0,0,1
SHONTAY,20,0,0,1
SHONTE,21,5,0.192307692,0.807692308
SHOSHANA,1628,0,0,1
SHOSHANNA,12,0,0,1
SHOTA,0,10,1,0
SHRAGA,0,272,1,0
SHRAGE,0,6,1,0
SHREYA,295,0,0,1
SHREYAN,0,5,1,0
SHREYAS,0,6,1,0
SHRIYA,27,0,0,1
SHRUTI,22,0,0,1
SHTERNA,84,0,0,1
SHUAIB,0,5,1,0
SHULAMIS,5,0,0,1
SHULAMITH,5,0,0,1
SHULEM,0,893,1,0
SHYAM,0,6,1,0
SHYAN,13,0,0,1
SHYANN,257,0,0,1
SHYANNA,47,0,0,1
SHYANNE,434,0,0,1
SHYASIA,40,0,0,1
SHYHEEM,0,5,1,0
SHYHEIM,0,45,1,0
SHYLA,233,0,0,1
SHYLAH,62,0,0,1
SHYLO,5,0,0,1
SHYRA,5,0,0,1
SI,11,0,0,1
SIA,89,0,0,1
SIAM,0,5,1,0
SIAN,6,0,0,1
SIANA,29,0,0,1
SIANNA,76,0,0,1
SIARA,148,0,0,1
SIARRA,49,0,0,1
SIBEL,5,0,0,1
SIBYL,5,0,0,1
SID,0,64,1,0
SIDDHARTH,0,108,1,0
SIDHARTH,0,5,1,0
SIDI,0,9,1,0
SIDNEY,733,11019,0.937627638,0.062372362
SIDRA,58,0,0,1
SIDRAH,5,0,0,1
SIDRATUL,5,0,0,1
SIEDAH,7,0,0,1
SIEGFRIED,0,5,1,0
SIENA,693,0,0,1
SIENNA,2252,0,0,1
SIERA,73,0,0,1
SIERRA,3811,0,0,1
SIERRAH,11,0,0,1
SIGFREDO,0,53,1,0
SIGISMUND,0,10,1,0
SIGMUND,0,552,1,0
SIGNE,10,0,0,1
SIGRID,113,0,0,1
SIGURD,0,6,1,0
SIHAM,5,0,0,1
SILA,18,0,0,1
SILAS,0,1288,1,0
SILKA,35,0,0,1
SILVA,5,0,0,1
SILVANA,335,0,0,1
SILVER,5,0,0,1
SILVERIO,0,16,1,0
SILVESTRE,0,5,1,0
SILVIA,1399,0,0,1
SILVIO,0,563,1,0
SIMA,799,0,0,1
SIMCHA,38,989,0.962999026,0.037000974
SIMEON,0,507,1,0
SIMI,135,0,0,1
SIMON,0,5380,1,0
SIMONA,305,0,0,1
SIMONE,3462,20,0.005743825,0.994256175
SIMRA,11,0,0,1
SIMRAH,22,0,0,1
SIMRAN,298,0,0,1
SIMY,5,0,0,1
SINAI,25,0,0,1
SINCERE,6,775,0.992317542,0.007682458
SINCLAIR,0,22,1,0
SINDEE,21,0,0,1
SINDY,259,0,0,1
SINEAD,217,0,0,1
SIOBHAN,1429,0,0,1
SIOMARA,29,0,0,1
SION,0,10,1,0
SIR,0,33,1,0
SIRAJ,0,10,1,0
SIRE,0,40,1,0
SIRENA,68,0,0,1
SIRI,46,0,0,1
SISTER,7,0,0,1
SIVAN,74,11,0.129411765,0.870588235
SIXTO,0,164,1,0
SIYA,41,0,0,1
SKAI,14,0,0,1
SKARLETT,20,0,0,1
SKIP,0,34,1,0
SKY,544,121,0.181954887,0.818045113
SKYE,1402,37,0.0257123,0.9742877
SKYLA,960,0,0,1
SKYLAH,341,0,0,1
SKYLAR,3652,493,0.11893848,0.88106152
SKYLEE,64,0,0,1
SKYLEEN,12,0,0,1
SKYLER,1280,1389,0.520419633,0.479580367
SKYLIN,22,0,0,1
SKYLYN,17,0,0,1
SKYLYNN,180,0,0,1
SKYY,52,0,0,1
SLADE,0,18,1,0
SLOAN,122,0,0,1
SLOANE,675,0,0,1
SMITH,0,53,1,0
SNEHA,43,0,0,1
SNOW,14,0,0,1
SOCORRO,145,0,0,1
SOCRATES,0,23,1,0
SOFI,6,0,0,1
SOFIA,9948,0,0,1
SOFIE,243,0,0,1
SOFIYA,38,0,0,1
SOFYA,11,0,0,1
SOHA,67,0,0,1
SOHAIB,0,5,1,0
SOHAM,0,7,1,0
SOHAN,0,9,1,0
SOKHNA,53,0,0,1
SOL,192,2827,0.936402782,0.063597218
SOLANA,56,0,0,1
SOLANGE,165,0,0,1
SOLARA,19,0,0,1
SOLE,23,0,0,1
SOLEDAD,10,0,0,1
SOLEI,5,0,0,1
SOLEIL,292,0,0,1
SOLIMAR,5,0,0,1
SOLLY,0,10,1,0
SOLOMAN,0,21,1,0
SOLOMON,0,5279,1,0
SOLVEIG,15,0,0,1
SOMALIA,7,0,0,1
SOMAYA,68,0,0,1
SOMER,5,0,0,1
SOMMER,103,0,0,1
SONA,5,0,0,1
SONAL,15,0,0,1
SONALI,55,0,0,1
SONAM,18,10,0.357142857,0.642857143
SONDRA,2598,0,0,1
SONIA,8896,0,0,1
SONJA,1826,0,0,1
SONJI,46,0,0,1
SONNY,0,631,1,0
SONY,0,5,1,0
SONYA,3235,0,0,1
SOPHIA,25123,10,0.000397883,0.999602117
SOPHIAMARIE,5,0,0,1
SOPHIE,11677,0,0,1
SOPHONIE,5,0,0,1
SOPHY,7,0,0,1
SORA,157,0,0,1
SORAH,8,0,0,1
SORAIDA,48,0,0,1
SORANGEL,11,0,0,1
SORAYA,652,0,0,1
SOREN,0,213,1,0
SOSHA,8,0,0,1
SOTIRIA,5,0,0,1
SOTIRIOS,0,10,1,0
SOULEYMANE,0,136,1,0
SOUMAYA,5,0,0,1
SOYINI,5,0,0,1
SPARKLE,96,0,0,1
SPARROW,5,0,0,1
SPENCER,117,5832,0.980332829,0.019667171
SPENSER,0,60,1,0
SPIRO,0,64,1,0
SPIROS,0,109,1,0
SPRING,70,0,0,1
SPYROS,0,11,1,0
SRESHTA,5,0,0,1
SRULY,0,48,1,0
SRUTHI,5,0,0,1
STACEY,13279,449,0.032706876,0.967293124
STACI,997,0,0,1
STACIA,346,0,0,1
STACIE,1881,0,0,1
STACY,9835,455,0.044217687,0.955782313
STACYANN,6,0,0,1
STAFFORD,0,21,1,0
STALIN,0,16,1,0
STAN,0,337,1,0
STANFORD,0,249,1,0
STANISLAUS,0,142,1,0
STANISLAW,0,8,1,0
STANISLAWA,18,0,0,1
STANLEY,45,35415,0.998730964,0.001269036
STANLY,0,10,1,0
STANTON,0,234,1,0
STAR,554,0,0,1
STARASIA,191,0,0,1
STARLA,5,0,0,1
STARLING,0,6,1,0
STARLYNN,6,0,0,1
STARQUASIA,8,0,0,1
STARR,828,0,0,1
STASIA,57,0,0,1
STAVROS,0,146,1,0
STAVROULA,50,0,0,1
STEFAN,0,2161,1,0
STEFANI,402,0,0,1
STEFANIA,401,0,0,1
STEFANIE,3730,0,0,1
STEFANO,0,548,1,0
STEFANOS,0,21,1,0
STEFANY,290,0,0,1
STEFEN,0,15,1,0
STEFFAN,0,20,1,0
STEFFANIE,53,0,0,1
STEFFANY,15,0,0,1
STEFFEN,0,12,1,0
STEFFI,28,0,0,1
STEFFON,0,28,1,0
STEFON,0,119,1,0
STELLA,11829,0,0,1
STELLAN,0,34,1,0
STEPAHNIE,5,0,0,1
STEPANIE,10,0,0,1
STEPHAINE,300,0,0,1
STEPHAN,0,2830,1,0
STEPHANE,26,65,0.714285714,0.285714286
STEPHANI,603,0,0,1
STEPHANIA,344,0,0,1
STEPHANIE,56643,156,0.002746527,0.997253473
STEPHANNIE,10,0,0,1
STEPHANY,1147,0,0,1
STEPHEN,153,89135,0.998286444,0.001713556
STEPHENI,5,0,0,1
STEPHENIE,183,0,0,1
STEPHINE,51,0,0,1
STEPHNIE,5,0,0,1
STEPHON,0,876,1,0
STEPHONE,0,5,1,0
STEPHY,14,0,0,1
STERLING,0,1033,1,0
STETSON,0,10,1,0
STEVAN,0,89,1,0
STEVE,0,12242,1,0
STEVEN,325,115475,0.997193437,0.002806563
STEVENS,0,151,1,0
STEVENSON,0,28,1,0
STEVIE,246,227,0.479915433,0.520084567
STEWART,0,3440,1,0
STILLMAN,0,5,1,0
STONE,0,129,1,0
STORI,27,0,0,1
STORM,71,159,0.691304348,0.308695652
STORMY,23,0,0,1
STORY,22,0,0,1
STUART,0,10680,1,0
SU,5,0,0,1
SUANNE,101,0,0,1
SUBHAN,0,87,1,0
SUBRENA,5,0,0,1
SUE,7607,0,0,1
SUEANN,186,0,0,1
SUEANNE,11,0,0,1
SUEELLEN,5,0,0,1
SUEHAY,6,0,0,1
SUELLEN,276,0,0,1
SUFYAN,0,10,1,0
